,FacilityID,FacilityType,Longitude,Latitude,Builtyear,Spannumber,Spanlength_m,Structurelength_m,Deckwidth_m,Skew_deg,Facility_Description,NBIclass,HAZUSclass,Customclass,Vs30,Rhypo,im,State,Repair_Cost,RepairTime,exists_in_netfile
83,06_55C0289,Bridge,-117.96729170000002,33.87757778,1957,2,10.7,21.9,20.7,16,2-span;16.0 deg skew;21.9 m structure Length;10.7 m Max Span Length; Built 1957;NBI 201,201,HWB10,MCRC-Slab,760,5.533878357000001,569.37783,No Damage,0.0,0,0
84,06_55C0671,Bridge,-117.924275,33.81411111,2000,6,39.9,203.3,11.0,0,6-span;0.0 deg skew;203.3 m structure Length;39.9 m Max Span Length; Built 2000;NBI 605,605,HWB2,Unknown,760,10.36543979,187.51658989999999,No Damage,0.0,0,0
85,06_55C0673,Bridge,-117.9220556,33.81716667,2000,2,70.0,140.8,10.1,0,2-span;0.0 deg skew;140.8 m structure Length;70 m Max Span Length; Built 2000;NBI 605,605,HWB23,Unknown,760,10.12890896,196.4443009,No Damage,0.0,0,0
86,06_55C0613,Bridge,-117.9760056,33.85362222,1999,1,46.5,47.5,36.0,33,1-span;33.0 deg skew;47.5 m structure Length;46.5 m Max Span Length; Built 1999;NBI 505,505,HWB4,Unknown,760,7.081435066,383.7058187,No Damage,0.0,0,0
87,06_55C0386,Bridge,-117.924225,33.87506667,1930,1,9.1,9.4,24.4,30,1-span;30.0 deg skew;9.4 m structure Length;9.1 m Max Span Length; Built 1930;NBI 104,104,HWB3,Unknown,760,5.870182614,520.8163685,No Damage,0.0,0,0
88,06_55C0404,Bridge,-117.9840639,33.79001389,1959,2,3.7,10.1,24.4,38,2-span;38.0 deg skew;10.1 m structure Length;3.7 m Max Span Length; Built 1959;NBI 119,119,HWB5,Unknown,760,12.89706531,119.08817520000001,No Damage,0.0,0,0
89,06_55C0405,Bridge,-117.9804083,33.79241111,1963,2,3.4,7.3,15.2,0,2-span;0.0 deg skew;7.3 m structure Length;3.4 m Max Span Length; Built 1963;NBI 119,119,HWB5,Unknown,760,12.58021971,125.52598710000001,No Damage,0.0,0,0
90,06_55C0406,Bridge,-117.9674361,33.79769167,1963,2,3.0,6.7,23.9,0,2-span;0.0 deg skew;6.7 m structure Length;3 m Max Span Length; Built 1963;NBI 119,119,HWB5,Unknown,760,11.83555362,142.7088672,No Damage,0.0,0,0
91,06_55C0407,Bridge,-117.9636861,33.79770556,1963,2,3.0,6.7,15.2,0,2-span;0.0 deg skew;6.7 m structure Length;3 m Max Span Length; Built 1963;NBI 119,119,HWB5,Unknown,760,11.79087577,143.8414928,No Damage,0.0,0,0
92,06_55C0408,Bridge,-117.97510279999999,33.79589167,1963,2,5.5,12.0,30.6,52,2-span;52.0 deg skew;12.0 m structure Length;5.5 m Max Span Length; Built 1963;NBI 119,119,HWB5,Unknown,760,12.132655499999998,135.4824425,No Damage,0.0,0,1
93,06_55C0409,Bridge,-117.9598667,33.79771944,1963,2,3.0,6.7,18.2,0,2-span;0.0 deg skew;6.7 m structure Length;3 m Max Span Length; Built 1963;NBI 119,119,HWB5,Unknown,760,11.75571426,144.7416258,No Damage,0.0,0,0
94,06_55C0410,Bridge,-117.95335279999999,33.79773889,1963,2,3.0,6.7,18.2,0,2-span;0.0 deg skew;6.7 m structure Length;3 m Max Span Length; Built 1963;NBI 119,119,HWB5,Unknown,760,11.72044816,145.6522697,No Damage,0.0,0,0
95,06_55C0411,Bridge,-117.94955829999999,33.79775833,1963,2,3.0,6.7,18.2,0,2-span;0.0 deg skew;6.7 m structure Length;3 m Max Span Length; Built 1963;NBI 119,119,HWB5,Unknown,760,11.71328809,145.8381231,No Damage,0.0,0,0
96,06_55C0412,Bridge,-117.9380361,33.79895,1963,2,4.5,10.1,18.2,53,2-span;53.0 deg skew;10.1 m structure Length;4.5 m Max Span Length; Built 1963;NBI 119,119,HWB5,Unknown,760,11.64243516,147.6950084,No Damage,0.0,0,0
97,06_55C0469,Bridge,-117.8562528,33.84965556,1960,3,4.3,23.8,35.7,45,3-span;45.0 deg skew;23.8 m structure Length;4.3 m Max Span Length; Built 1960;NBI 119,119,HWB5,Unknown,760,11.06693294,164.0535003,No Damage,0.0,0,1
98,06_55C0672,Bridge,-117.92227779999999,33.81624444,2000,13,7.9,103.0,10.1,0,13-span;0.0 deg skew;103.0 m structure Length;7.9 m Max Span Length; Built 2000;NBI 201,201,HWB11,MCRC-Slab,760,10.20937603,193.3443852,No Damage,0.0,0,1
99,06_55C0508,Bridge,-117.7529139,33.87621667,1981,5,23.8,97.8,24.4,99,5-span;99.0 deg skew;97.8 m structure Length;23.8 m Max Span Length; Built 1981;NBI 602,602,HWB22,Unknown,760,18.92183222,52.91263443,No Damage,0.0,0,0
100,06_55C0510,Bridge,-117.8167,33.85478889,1970,6,21.9,121.6,24.4,2,6-span;2.0 deg skew;121.6 m structure Length;21.9 m Max Span Length; Built 1970;NBI 204,204,HWB10,Unknown,760,13.91208751,101.35837049999999,No Damage,0.0,0,0
101,06_55C0511,Bridge,-117.80538329999999,33.80980278,1982,1,6.4,6.7,0.0,0,1-span;0.0 deg skew;6.7 m structure Length;6.4 m Max Span Length; Built 1982;NBI 319,319,HWB3,Unknown,760,16.96803621,66.41097967,No Damage,0.0,0,0
102,06_55C0515,Bridge,-117.97831940000002,33.83206944,1959,2,3.8,8.5,29.0,14,2-span;14.0 deg skew;8.5 m structure Length;3.8 m Max Span Length; Built 1959;NBI 119,119,HWB5,Unknown,760,8.830495107,257.0352586,No Damage,0.0,0,1
103,06_55C0532,Bridge,-117.77713059999999,33.84454444,1972,2,3.0,6.4,32.0,10,2-span;10.0 deg skew;6.4 m structure Length;3 m Max Span Length; Built 1972;NBI 119,119,HWB5,Unknown,760,17.53648543,61.96467654,No Damage,0.0,0,0
104,06_55C0533,Bridge,-117.7757222,33.84335278,1972,2,3.0,7.0,25.3,2,2-span;2.0 deg skew;7.0 m structure Length;3 m Max Span Length; Built 1972;NBI 119,119,HWB5,Unknown,760,17.69562477,60.8034373,No Damage,0.0,0,0
105,06_55C0534,Bridge,-117.77876940000002,33.80745833,1985,1,7.3,8.5,11.9,99,1-span;99.0 deg skew;8.5 m structure Length;7.3 m Max Span Length; Built 1985;NBI 101,101,HWB3,MSRC-Slab,760,19.08670088,51.97869319,No Damage,0.0,0,0
106,06_55C0563L,Bridge,-117.87541940000001,33.80610556,1989,4,30.8,124.4,18.3,20,4-span;20.0 deg skew;124.4 m structure Length;30.8 m Max Span Length; Built 1989;NBI 602,602,HWB22,Unknown,760,12.85654272,119.88517949999999,No Damage,0.0,0,0
107,06_55C0563R,Bridge,-117.87549720000001,33.80592778,1989,4,30.8,124.4,15.8,20,4-span;20.0 deg skew;124.4 m structure Length;30.8 m Max Span Length; Built 1989;NBI 602,602,HWB22,Unknown,760,12.86759303,119.66709440000001,No Damage,0.0,0,0
108,06_55C0602,Bridge,-117.9732389,33.87815278,1991,1,20.7,21.3,15.2,0,1-span;0.0 deg skew;21.3 m structure Length;20.7 m Max Span Length; Built 1991;NBI 502,502,HWB4,MSPC,760,5.701378465,544.519314,No Damage,0.0,0,0
109,06_55C0618M,Bridge,-117.84871670000001,33.87587222,1992,2,4.9,10.1,22.0,10,2-span;10.0 deg skew;10.1 m structure Length;4.9 m Max Span Length; Built 1992;NBI 119,119,HWB7,Unknown,760,10.73819276,174.5221133,No Damage,0.0,0,0
110,06_55C0356,Bridge,-117.87930829999999,33.86596944,1969,2,3.0,6.4,24.8,0,2-span;0.0 deg skew;6.4 m structure Length;3 m Max Span Length; Built 1969;NBI 119,119,HWB5,Unknown,760,8.724624599,263.0053632,No Damage,0.0,0,1
111,06_55C0645,Bridge,-117.98698329999999,33.87735278,1996,1,19.8,20.6,23.8,5,1-span;5.0 deg skew;20.6 m structure Length;19.8 m Max Span Length; Built 1996;NBI 605,605,HWB4,Unknown,760,6.321491578,463.4759293000001,No Damage,0.0,0,0
112,06_55C0353,Bridge,-117.90784440000002,33.85019722,1961,2,8.2,16.5,12.2,0,2-span;0.0 deg skew;16.5 m structure Length;8.2 m Max Span Length; Built 1961;NBI 501,501,HWB17,Unknown,760,7.906525857999999,315.805173,No Damage,0.0,0,0
113,06_55C0293,Bridge,-117.941775,33.86459444,1958,1,7.6,8.5,22.6,8,1-span;8.0 deg skew;8.5 m structure Length;7.6 m Max Span Length; Built 1958;NBI 501,501,HWB3,Unknown,760,5.9588400329999995,508.88151619999996,No Damage,0.0,0,1
114,06_55C0294,Bridge,-117.9286,33.86299167,1959,1,10.1,11.0,18.3,14,1-span;14.0 deg skew;11.0 m structure Length;10.1 m Max Span Length; Built 1959;NBI 501,501,HWB3,Unknown,760,6.3163423970000006,464.084305,No Damage,0.0,0,0
115,06_55C0579,Bridge,-118.00514720000001,33.87796111,1987,1,26.8,27.1,18.9,0,1-span;0.0 deg skew;27.1 m structure Length;26.8 m Max Span Length; Built 1987;NBI 502,502,HWB3,MSPC,760,7.356779567,359.1402819,No Damage,0.0,0,0
116,06_55C0296,Bridge,-117.9078,33.87240833,1964,1,8.5,9.8,22.0,60,1-span;60.0 deg skew;9.8 m structure Length;8.5 m Max Span Length; Built 1964;NBI 119,119,HWB3,Unknown,760,6.717199718,419.5749924,No Damage,0.0,0,0
117,06_55C0300,Bridge,-117.85123329999999,33.87033889,1967,3,5.1,11.9,32.3,44,3-span;44.0 deg skew;11.9 m structure Length;5.1 m Max Span Length; Built 1967;NBI 119,119,HWB5,Unknown,760,10.66617435,176.9357904,No Damage,0.0,0,0
118,06_55C0304,Bridge,-117.81834440000002,33.86546667,1965,2,3.0,6.7,30.9,6,2-span;6.0 deg skew;6.7 m structure Length;3 m Max Span Length; Built 1965;NBI 119,119,HWB5,Unknown,760,13.458878599999998,108.7727043,No Damage,0.0,0,0
119,06_55C0314,Bridge,-117.82342779999999,33.86634444,1965,2,3.0,6.7,9.8,0,2-span;0.0 deg skew;6.7 m structure Length;3 m Max Span Length; Built 1965;NBI 119,119,HWB5,Unknown,760,13.01545094,116.80225390000001,No Damage,0.0,0,0
120,06_55C0315,Bridge,-117.83130279999999,33.87201667,1964,3,2.7,9.1,25.5,0,3-span;0.0 deg skew;9.1 m structure Length;2.7 m Max Span Length; Built 1964;NBI 119,119,HWB5,Unknown,760,12.23305018,133.1555421,No Damage,0.0,0,0
121,06_55C0316,Bridge,-117.83691670000002,33.86976944,1964,3,4.8,15.5,25.3,45,3-span;45.0 deg skew;15.5 m structure Length;4.8 m Max Span Length; Built 1964;NBI 119,119,HWB5,Unknown,760,11.82509406,142.97291830000003,No Damage,0.0,0,0
122,06_55C0317,Bridge,-117.85491110000001,33.85924167,1960,1,14.6,14.9,19.5,10,1-span;10.0 deg skew;14.9 m structure Length;14.6 m Max Span Length; Built 1960;NBI 501,501,HWB3,Unknown,760,10.74592907,174.2654887,No Damage,0.0,0,0
123,06_55 1072,Bridge,-117.9978361,33.86585833,2010,2,41.0,77.4,43.9,33,2-span;33.0 deg skew;77.4 m structure Length;41 m Max Span Length; Built 2010;NBI 205,205,HWB11,Unknown,760,7.346677057000001,360.0056268,No Damage,0.0,0,0
124,06_55C0319,Bridge,-117.85616110000001,33.85125556,1960,1,17.4,17.7,38.7,19,1-span;19.0 deg skew;17.7 m structure Length;17.4 m Max Span Length; Built 1960;NBI 505,505,HWB3,Unknown,760,10.997156599999999,166.2026925,No Damage,0.0,0,1
125,06_55C0321,Bridge,-117.86539170000002,33.80599722,1959,2,4.9,10.4,12.6,41,2-span;41.0 deg skew;10.4 m structure Length;4.9 m Max Span Length; Built 1959;NBI 119,119,HWB5,Unknown,760,13.38147469,110.116404,No Damage,0.0,0,0
126,06_55C0322,Bridge,-117.86670559999999,33.80474722,1959,2,4.4,9.3,30.3,25,2-span;25.0 deg skew;9.3 m structure Length;4.4 m Max Span Length; Built 1959;NBI 119,119,HWB5,Unknown,760,13.41276321,109.57040459999999,No Damage,0.0,0,0
127,06_55C0646,Bridge,-117.77705,33.86560833,1998,3,35.0,97.7,26.2,13,3-span;13.0 deg skew;97.7 m structure Length;35 m Max Span Length; Built 1998;NBI 605,605,HWB23,Unknown,760,16.9687663,66.40495267,No Damage,0.0,0,0
128,06_55C0347,Bridge,-117.97889440000002,33.83090833,1959,1,12.8,13.4,10.4,47,1-span;47.0 deg skew;13.4 m structure Length;12.8 m Max Span Length; Built 1959;NBI 501,501,HWB3,Unknown,760,8.945899387999999,250.7276565,No Damage,0.0,0,0
129,06_55C0348,Bridge,-117.95869170000002,33.83990556,1959,1,7.3,7.6,37.0,99,1-span;99.0 deg skew;7.6 m structure Length;7.3 m Max Span Length; Built 1959;NBI 119,119,HWB3,Unknown,760,7.783915174,324.8632312,No Damage,0.0,0,1
130,06_55C0349,Bridge,-117.9562611,33.84057778,1960,1,9.4,9.8,18.3,10,1-span;10.0 deg skew;9.8 m structure Length;9.4 m Max Span Length; Built 1960;NBI 501,501,HWB3,Unknown,760,7.706128181,330.7832551,No Damage,0.0,0,0
131,06_55C0350,Bridge,-117.9472722,33.84163889,1960,1,10.7,11.0,11.0,0,1-span;0.0 deg skew;11.0 m structure Length;10.7 m Max Span Length; Built 1960;NBI 501,501,HWB3,Unknown,760,7.59511613,339.4735545,No Damage,0.0,0,0
132,06_55C0351,Bridge,-117.937225,33.84218611,1961,1,11.9,12.2,11.6,30,1-span;30.0 deg skew;12.2 m structure Length;11.9 m Max Span Length; Built 1961;NBI 501,501,HWB3,Unknown,760,7.632070604,336.54855239999995,No Damage,0.0,0,0
133,06_55C0352,Bridge,-117.9315639,33.84629722,1961,1,10.7,11.0,11.6,13,1-span;13.0 deg skew;11.0 m structure Length;10.7 m Max Span Length; Built 1961;NBI 501,501,HWB3,Unknown,760,7.3996179479999995,355.5002198,No Damage,0.0,0,0
134,06_55 1073L,Bridge,-117.99155559999998,33.86271389,2010,3,15.5,28.2,29.6,40,3-span;40.0 deg skew;28.2 m structure Length;15.5 m Max Span Length; Built 2010;NBI 601,601,HWB23,Unknown,760,7.167839555,375.7731855,No Damage,0.0,0,0
135,06_55 0924,Bridge,-117.83193329999999,33.80225278,2002,2,29.5,59.9,20.7,5,2-span;5.0 deg skew;59.9 m structure Length;29.5 m Max Span Length; Built 2002;NBI 605,605,HWB23,Unknown,760,15.64882957,78.84962613,No Damage,0.0,0,0
136,06_55 1071,Bridge,-118.00245829999999,33.86823056,2010,2,47.7,88.4,25.5,34,2-span;34.0 deg skew;88.4 m structure Length;47.7 m Max Span Length; Built 2010;NBI 205,205,HWB11,Unknown,760,7.512243535,346.15222769999997,No Damage,0.0,0,0
137,06_55 0464,Bridge,-117.88018329999998,33.877925,1969,1,45.7,46.3,51.3,1,1-span;1.0 deg skew;46.3 m structure Length;45.7 m Max Span Length; Built 1969;NBI 505,505,HWB3,Unknown,760,8.297121207,289.03407999999996,No Damage,0.0,0,0
138,06_55 0404,Bridge,-117.8558361,33.84813889,1964,3,32.3,72.8,29.2,10,3-span;10.0 deg skew;72.8 m structure Length;32.3 m Max Span Length; Built 1964;NBI 502,502,HWB17,MSPC,760,11.17127818,160.9096179,No Damage,0.0,0,1
139,06_55 0414,Bridge,-117.838075,33.85150833,1967,2,33.8,60.4,21.6,13,2-span;13.0 deg skew;60.4 m structure Length;33.8 m Max Span Length; Built 1967;NBI 302,302,HWB12,MSSTEEL,760,12.33956552,130.7472779,No Damage,0.0,0,1
140,06_55 0446,Bridge,-117.87561670000001,33.84931389,1974,2,39.6,79.9,45.1,25,2-span;25.0 deg skew;79.9 m structure Length;39.6 m Max Span Length; Built 1974;NBI 205,205,HWB10,Unknown,760,9.758902638,211.5859193,No Damage,0.0,0,0
141,06_55 0446F,Bridge,-117.876175,33.84953889,1969,2,40.5,77.7,7.9,0,2-span;0.0 deg skew;77.7 m structure Length;40.5 m Max Span Length; Built 1969;NBI 205,205,HWB10,Unknown,760,9.710419978,213.68380719999996,No Damage,0.0,0,1
142,06_55 0446G,Bridge,-117.87551940000002,33.849275,1974,2,38.7,78.0,7.9,21,2-span;21.0 deg skew;78.0 m structure Length;38.7 m Max Span Length; Built 1974;NBI 205,205,HWB10,Unknown,760,9.767338593,211.22368619999997,No Damage,0.0,0,0
143,06_55 0447G,Bridge,-117.87738610000001,33.850075,1969,8,42.7,281.0,12.5,99,8-span;99.0 deg skew;281.0 m structure Length;42.7 m Max Span Length; Built 1969;NBI 205,205,HWB1,Unknown,760,9.602928646,218.43448450000002,No Damage,0.0,0,1
144,06_55 0448F,Bridge,-117.87635279999999,33.84705833,1974,13,40.5,404.5,11.0,99,13-span;99.0 deg skew;404.5 m structure Length;40.5 m Max Span Length; Built 1974;NBI 205,205,HWB1,Unknown,760,9.839440775,208.1610575,No Damage,0.0,0,0
145,06_55 0450,Bridge,-117.8783361,33.86610556,1969,3,12.2,31.1,62.7,3,3-span;3.0 deg skew;31.1 m structure Length;12.2 m Max Span Length; Built 1969;NBI 203,203,HWB10,Unknown,760,8.786384542999999,259.5009545,No Damage,0.0,0,1
146,06_55 0456,Bridge,-117.88011670000002,33.8739,1969,1,45.7,46.3,51.4,12,1-span;12.0 deg skew;46.3 m structure Length;45.7 m Max Span Length; Built 1969;NBI 505,505,HWB3,Unknown,760,8.403908995,282.22966,No Damage,0.0,0,0
147,06_55 0457,Bridge,-117.8779639,33.86450833,1969,1,45.7,46.3,56.7,3,1-span;3.0 deg skew;46.3 m structure Length;45.7 m Max Span Length; Built 1969;NBI 505,505,HWB3,Unknown,760,8.87406495,254.62975600000001,No Damage,0.0,0,1
148,06_55 0459,Bridge,-117.87694440000001,33.86115833,1969,2,27.7,53.0,66.0,3,2-span;3.0 deg skew;53.0 m structure Length;27.7 m Max Span Length; Built 1969;NBI 205,205,HWB10,Unknown,760,9.083198739,243.48473450000003,No Damage,0.0,0,1
149,06_55 0460,Bridge,-117.8796639,33.87050556,1969,4,32.6,109.1,55.0,62,4-span;62.0 deg skew;109.1 m structure Length;32.6 m Max Span Length; Built 1969;NBI 205,205,HWB10,Unknown,760,8.538872827999999,273.92413270000003,No Damage,0.0,0,0
150,06_55 0470,Bridge,-117.8757778,33.84706389,1974,2,25.3,50.9,50.9,3,2-span;3.0 deg skew;50.9 m structure Length;25.3 m Max Span Length; Built 1974;NBI 205,205,HWB10,Unknown,760,9.875668382999999,206.6445282,No Damage,0.0,0,1
151,06_55 0524,Bridge,-117.87669720000001,33.81795278,1974,2,36.3,72.8,31.1,7,2-span;7.0 deg skew;72.8 m structure Length;36.3 m Max Span Length; Built 1974;NBI 205,205,HWB10,Unknown,760,11.83025999,142.84242030000001,No Damage,0.0,0,1
152,06_55 0470G,Bridge,-117.87555829999998,33.84706667,1974,2,27.4,55.5,12.5,99,2-span;99.0 deg skew;55.5 m structure Length;27.4 m Max Span Length; Built 1974;NBI 205,205,HWB10,Unknown,760,9.889496735,206.0695371,No Damage,0.0,0,0
153,06_55 0472S,Bridge,-117.98049440000001,33.85591667,1970,5,39.3,141.7,7.9,99,5-span;99.0 deg skew;141.7 m structure Length;39.3 m Max Span Length; Built 1970;NBI 205,205,HWB10,Unknown,760,7.083136499,383.5475725,No Damage,0.0,0,1
154,06_55 0474,Bridge,-117.79080559999998,33.85398889,1970,1,46.3,47.2,80.0,13,1-span;13.0 deg skew;47.2 m structure Length;46.3 m Max Span Length; Built 1970;NBI 505,505,HWB3,Unknown,760,16.08346577,74.38450178,No Damage,0.0,0,0
155,06_55 0475,Bridge,-117.81473329999999,33.85114722,1970,2,44.8,90.2,23.8,12,2-span;12.0 deg skew;90.2 m structure Length;44.8 m Max Span Length; Built 1970;NBI 605,605,HWB22,Unknown,760,14.20024444,97.01835962,No Damage,0.0,0,1
156,06_55 0481,Bridge,-117.8776,33.79549444,1976,1,57.9,58.5,51.8,14,1-span;14.0 deg skew;58.5 m structure Length;57.9 m Max Span Length; Built 1976;NBI 505,505,HWB3,Unknown,760,13.66663734,105.28021129999999,No Damage,0.0,0,1
157,06_55 0486,Bridge,-117.9161,33.85368889,1959,3,2.4,7.9,32.1,15,3-span;15.0 deg skew;7.9 m structure Length;2.4 m Max Span Length; Built 1959;NBI 219,219,HWB10,Unknown,760,7.326295395,361.7595492,No Damage,0.0,0,1
158,06_55 0488,Bridge,-117.91334440000001,33.85358333,1959,3,2.4,7.9,32.1,15,3-span;15.0 deg skew;7.9 m structure Length;2.4 m Max Span Length; Built 1959;NBI 219,219,HWB10,Unknown,760,7.444083074,351.7715478,No Damage,0.0,0,0
159,06_55 0489,Bridge,-117.912625,33.85358611,1959,3,2.4,7.9,32.1,15,3-span;15.0 deg skew;7.9 m structure Length;2.4 m Max Span Length; Built 1959;NBI 219,219,HWB10,Unknown,760,7.473979119,349.29260930000004,No Damage,0.0,0,0
160,06_55 0493R,Bridge,-117.82784440000002,33.84414167,1970,1,39.3,41.1,16.1,62,1-span;62.0 deg skew;41.1 m structure Length;39.3 m Max Span Length; Built 1970;NBI 105,105,HWB3,Unknown,760,13.44789369,108.9619646,No Damage,0.0,0,0
161,06_55 0502R,Bridge,-117.9811361,33.85642778,1970,3,64.0,145.1,24.9,51,3-span;51.0 deg skew;145.1 m structure Length;64 m Max Span Length; Built 1970;NBI 605,605,HWB22,Unknown,760,7.074377212000001,384.3631376,No Damage,0.0,0,1
162,06_55 0503G,Bridge,-117.98078059999999,33.85606389,1970,4,39.9,142.6,12.5,99,4-span;99.0 deg skew;142.6 m structure Length;39.9 m Max Span Length; Built 1970;NBI 205,205,HWB10,Unknown,760,7.084314827999999,383.4380275,No Damage,0.0,0,0
163,06_55 0515,Bridge,-117.87645559999999,33.82529722,1974,2,32.0,64.6,24.4,0,2-span;0.0 deg skew;64.6 m structure Length;32 m Max Span Length; Built 1974;NBI 205,205,HWB10,Unknown,760,11.2820891,157.66029419999998,No Damage,0.0,0,0
164,06_55 0401,Bridge,-117.87993329999999,33.80581667,1974,2,29.9,60.4,56.2,2,2-span;2.0 deg skew;60.4 m structure Length;29.9 m Max Span Length; Built 1974;NBI 205,205,HWB10,Unknown,760,12.66402812,123.77633130000001,No Damage,0.0,0,1
165,06_55 0400,Bridge,-117.8772861,33.798475,1976,8,38.1,278.3,52.4,99,8-span;99.0 deg skew;278.3 m structure Length;38.1 m Max Span Length; Built 1976;NBI 205,205,HWB1,Unknown,760,13.41951624,109.4530693,No Damage,0.0,0,1
166,06_55 0399,Bridge,-117.87888329999998,33.80225556,1976,7,26.5,129.5,54.4,99,7-span;99.0 deg skew;129.5 m structure Length;26.5 m Max Span Length; Built 1976;NBI 205,205,HWB10,Unknown,760,13.01813682,116.75111570000001,No Damage,0.0,0,1
167,06_55 0396S,Bridge,-117.85694720000001,33.846775,1964,3,4.6,14.3,50.0,16,3-span;16.0 deg skew;14.3 m structure Length;4.6 m Max Span Length; Built 1964;NBI 119,119,HWB5,Unknown,760,11.16110643,161.2124549,No Damage,0.0,0,1
